order_id,customer_id,product_id,quantity,unit_price,total_price,order_date
196,81,1,3,11.77,35.31,2020-09-21
479,83,5,3,1.15,3.45,2021-03-05
508,40,4,2,12.07,24.14,2021-07-30
616,9,7,3,8.16,24.48,2022-08-01
528,44,7,2,3.43,6.86,2020-07-04
46,95,6,4,4.05,16.2,2021-07-26
468,96,4,1,4.59,4.59,2020-10-22
493,97,2,2,1.7,3.4,2021-01-14
120,38,5,2,5.96,11.92,2020-09-25
48,9,3,3,3.24,9.72,2022-06-05
188,16,5,2,12.14,24.28,2021-08-02
657,8,5,2,9.88,19.76,2021-08-06
99,3,3,3,12.42,37.26,2020-12-01
271,77,2,3,13.41,40.23,2021-11-13
519,4,1,1,14.33,14.33,2020-09-10
384,44,6,3,13.24,39.72,2022-12-03
373,18,1,2,1.08,2.16,2021-03-01
148,52,1,4,2.58,10.32,2022-08-30
631,9,7,3,7.81,23.43,2021-08-08
606,39,1,4,12.08,48.32,2021-09-12
675,19,2,2,9.79,19.58,2022-05-13
569,4,3,4,3.75,15.0,2021-09-28
469,13,6,1,11.8,11.8,2021-04-24
62,58,6,3,8.24,24.72,2022-08-26
566,24,7,1,14.67,14.67,2022-01-21
93,48,3,2,4.24,8.48,2020-02-14
360,45,1,4,1.3,5.2,2020-10-23
354,14,6,1,11.87,11.87,2020-12-25
508,5,5,4,8.88,35.52,2020-01-07
196,11,2,4,4.12,16.48,2020-10-31
231,81,1,4,1.73,6.92,2020-04-29
156,36,2,3,3.95,11.85,2021-08-08
645,80,2,2,13.18,26.36,2022-09-22
357,85,4,2,14.45,28.9,2022-11-02
464,17,6,2,14.22,28.44,2020-02-22
428,1,2,1,1.24,1.24,2021-04-11
19,90,1,1,10.72,10.72,2020-10-25
68,13,7,3,6.05,18.15,2022-05-24
476,94,2,4,13.14,52.56,2020-04-22
646,42,1,3,12.66,37.98,2021-09-30
174,70,2,4,3.3,13.2,2022-02-22
326,2,2,2,2.79,5.58,2021-10-15
126,27,5,4,3.18,12.72,2021-06-08
173,24,2,2,5.88,11.76,2021-03-02
639,39,1,2,8.05,16.1,2020-04-30
36,57,7,3,6.48,19.44,2020-11-02
456,15,1,4,4.58,18.32,2020-11-20
533,49,1,2,11.65,23.3,2020-05-15
274,29,1,2,4.57,9.14,2021-07-29
292,59,1,4,11.02,44.08,2021-11-06
139,60,3,3,5.22,15.66,2021-02-01
548,67,1,1,9.62,9.62,2022-03-17
566,82,1,3,12.39,37.17,2020-05-23
34,57,6,3,10.8,32.4,2022-01-12
4,56,5,2,8.28,16.56,2022-01-13
449,84,6,3,4.05,12.15,2021-08-06
118,69,7,1,11.41,11.41,2022-09-07
230,35,6,2,10.04,20.08,2021-07-05
5,12,3,3,4.11,12.33,2021-07-30
265,26,2,4,1.46,5.84,2020-12-23
580,39,2,1,4.71,4.71,2020-09-20
539,18,1,2,10.57,21.14,2022-06-23
195,90,2,1,13.81,13.81,2021-11-02
162,21,3,2,4.17,8.34,2020-09-03
155,19,3,3,13.62,40.86,2022-07-12
688,45,2,3,2.14,6.42,2020-05-07
240,32,6,1,7.03,7.03,2022-06-23
119,86,5,4,4.51,18.04,2020-03-10
429,91,4,2,10.62,21.24,2022-08-15
393,40,1,1,10.15,10.15,2022-11-18
441,29,7,1,7.16,7.16,2021-12-26
352,57,6,1,14.02,14.02,2020-01-22
89,64,7,2,12.04,24.08,2021-11-26
294,20,2,3,13.31,39.93,2021-04-09
573,49,7,3,13.88,41.64,2021-04-20
603,81,7,3,6.54,19.62,2022-11-08
570,13,6,4,13.47,53.88,2021-08-12
177,81,2,3,12.73,38.19,2022-07-21
379,34,5,4,11.09,44.36,2020-05-07
483,60,3,1,3.03,3.03,2022-08-31
466,31,1,3,3.93,11.79,2021-10-24
683,97,2,4,9.01,36.04,2021-06-02
191,5,4,4,7.54,30.16,2022-06-12
18,34,2,1,5.42,5.42,2022-10-09
11,3,1,3,2.95,8.85,2021-04-10
270,16,6,3,5.03,15.09,2021-03-16
58,76,1,1,2.42,2.42,2021-05-31
107,86,5,2,12.3,24.6,2020-12-03
266,59,6,4,1.24,4.96,2022-07-09
310,50,2,3,11.36,34.08,2020-11-20
353,69,2,4,8.71,34.84,2020-03-11
425,13,5,2,8.95,17.9,2020-07-30
212,54,1,3,2.61,7.83,2020-09-07
86,22,4,2,2.15,4.3,2020-04-15
482,73,5,1,11.87,11.87,2021-02-18
510,3,2,2,11.45,22.9,2020-11-08
72,88,4,4,12.05,48.2,2022-12-23
266,69,1,4,7.12,28.48,2020-09-10
157,53,2,4,5.18,20.72,2021-03-05
242,13,3,1,10.62,10.62,2020-01-11
320,83,4,3,10.28,30.84,2022-12-07
236,31,7,2,2.76,5.52,2020-02-08
699,85,3,3,14.44,43.32,2020-07-14
361,32,7,3,3.46,10.38,2020-12-11
248,83,3,1,11.14,11.14,2021-01-01
451,100,4,2,4.99,9.98,2022-06-30
349,27,5,2,9.6,19.2,2022-12-13
531,73,3,1,11.41,11.41,2022-01-10
576,63,3,4,10.14,40.56,2022-01-30
3,33,7,3,9.68,29.04,2022-07-22
544,14,5,2,2.81,5.62,2021-12-12
426,67,3,2,11.72,23.44,2020-09-02
422,33,5,4,8.61,34.44,2020-12-20
128,19,3,3,9.32,27.96,2022-10-12
570,38,3,2,5.47,10.94,2022-06-10
349,73,3,3,3.3,9.9,2021-07-12
628,75,1,2,2.44,4.88,2021-05-20
452,27,6,2,5.15,10.3,2022-06-10
119,26,3,3,12.82,38.46,2021-07-30
61,39,3,4,8.5,34.0,2021-10-29
93,49,2,3,3.28,9.84,2020-12-20
538,71,6,3,12.68,38.04,2022-10-20
635,97,7,3,6.07,18.21,2021-01-11
12,50,6,3,9.97,29.91,2021-02-23
677,23,7,4,10.91,43.64,2022-12-04
127,89,2,1,11.43,11.43,2021-12-12
420,34,2,4,1.3,5.2,2021-02-21
630,46,6,3,7.95,23.85,2022-07-06
530,100,1,3,6.91,20.73,2022-07-17
19,60,3,3,9.94,29.82,2021-03-03
222,72,6,2,8.96,17.92,2021-08-26
679,99,7,4,11.07,44.28,2021-04-16
491,93,3,1,2.65,2.65,2020-11-06
531,18,7,2,12.19,24.38,2021-05-20
463,58,3,1,5.42,5.42,2020-08-26
604,1,7,4,4.58,18.32,2020-04-18
662,40,3,1,10.55,10.55,2020-01-13
1,43,3,3,12.53,37.59,2020-09-09
645,80,4,4,3.88,15.52,2022-03-24
519,27,2,4,12.74,50.96,2021-12-06
474,22,3,3,4.9,14.7,2021-12-24
305,76,6,3,9.64,28.92,2022-09-22
617,25,5,4,8.06,32.24,2022-12-11
447,82,1,4,6.41,25.64,2020-09-13
422,45,4,2,7.14,14.28,2021-02-16
30,90,2,3,7.91,23.73,2022-07-20
692,37,1,1,3.63,3.63,2020-10-15
122,76,4,3,7.71,23.13,2021-07-27
679,69,3,2,9.99,19.98,2021-01-16
590,92,7,2,4.18,8.36,2021-12-27
345,59,1,3,8.9,26.7,2021-11-20
578,5,7,3,3.79,11.37,2021-05-05
637,41,4,4,5.96,23.84,2022-10-28
458,99,2,3,4.82,14.46,2021-11-04
599,13,1,3,7.25,21.75,2021-10-26
295,28,7,2,14.14,28.28,2022-09-22
694,55,7,4,2.09,8.36,2020-05-16
658,33,5,4,4.88,19.52,2022-06-28
487,69,6,2,1.48,2.96,2020-04-20
310,14,4,1,3.56,3.56,2020-09-02
572,96,5,1,14.71,14.71,2021-02-24
141,89,4,2,5.77,11.54,2022-09-30
335,24,5,3,11.16,33.48,2021-08-04
13,40,1,4,2.24,8.96,2022-10-11
619,27,7,4,11.86,47.44,2020-10-01
316,16,2,1,3.37,3.37,2022-09-21
616,30,7,1,12.17,12.17,2020-05-12
246,21,7,1,13.25,13.25,2021-07-16
64,53,2,2,11.6,23.2,2021-10-13
231,10,2,2,6.16,12.32,2022-08-26
201,13,7,2,11.71,23.42,2022-01-31
683,60,6,2,2.8,5.6,2021-05-25
193,74,1,2,6.04,12.08,2022-09-14
646,75,7,3,13.42,40.26,2022-05-04
628,37,5,3,12.03,36.09,2020-05-22
203,71,3,1,6.84,6.84,2022-08-11
540,61,6,1,7.03,7.03,2021-05-15
210,5,5,1,6.02,6.02,2022-04-16
90,73,4,3,3.64,10.92,2021-06-06
533,53,5,3,9.71,29.13,2022-11-17
601,16,1,3,5.51,16.53,2021-06-16
263,12,4,3,13.24,39.72,2020-02-15
530,18,6,4,6.54,26.16,2020-02-14
347,79,6,4,13.18,52.72,2022-03-08
444,43,1,1,5.87,5.87,2022-10-29
174,19,5,1,6.46,6.46,2021-04-23
154,51,3,1,10.55,10.55,2020-04-04
148,15,4,3,3.41,10.23,2021-10-20
88,7,6,2,3.72,7.44,2021-12-07
440,99,2,3,10.15,30.45,2022-12-23
248,95,6,1,11.62,11.62,2021-06-26
437,95,7,1,5.04,5.04,2020-12-01
495,52,5,4,10.18,40.72,2020-11-13
319,48,6,2,5.32,10.64,2022-05-30
527,13,3,2,8.07,16.14,2022-10-01
487,89,5,4,1.45,5.8,2022-03-17
454,30,6,3,14.3,42.9,2020-03-15
399,27,6,3,4.32,12.96,2022-01-11
477,22,1,3,6.34,19.02,2020-04-27
12,63,2,1,8.42,8.42,2020-10-13
265,22,1,4,7.54,30.16,2021-10-08
362,95,7,1,8.86,8.86,2021-02-09
309,94,1,3,4.97,14.91,2020-03-26
394,62,7,4,8.55,34.2,2021-08-21
3,13,4,3,3.1,9.3,2021-02-04
242,95,5,2,12.42,24.84,2022-08-25
362,48,2,1,11.78,11.78,2020-11-04
74,7,4,2,9.34,18.68,2022-07-02
494,40,4,1,4.77,4.77,2020-12-20
423,31,3,1,11.16,11.16,2021-12-07
419,93,7,3,14.78,44.34,2022-02-01
422,57,1,1,12.87,12.87,2020-04-19
322,45,2,4,12.37,49.48,2020-10-21
564,64,4,3,5.5,16.5,2021-07-20
492,4,2,4,5.62,22.48,2022-08-30
417,16,4,3,4.11,12.33,2022-01-23
431,49,2,4,4.58,18.32,2020-01-18
523,24,4,3,9.84,29.52,2021-07-26
54,5,7,3,10.86,32.58,2020-06-06
154,65,4,3,9.17,27.51,2021-10-25
295,23,6,1,7.07,7.07,2021-01-22
523,15,3,1,1.1,1.1,2022-11-04
626,2,6,1,10.4,10.4,2021-05-04
648,65,1,4,10.72,42.88,2021-02-22
209,91,4,4,5.86,23.44,2020-01-28
447,83,1,1,11.71,11.71,2020-12-31
291,3,3,4,1.26,5.04,2020-04-02
443,58,1,3,6.09,18.27,2020-03-01
483,81,3,4,14.57,58.28,2021-08-22
239,46,1,1,14.48,14.48,2020-10-27
128,15,3,4,10.71,42.84,2020-11-09
616,20,4,2,3.99,7.98,2021-05-07
38,39,2,4,2.3,9.2,2021-06-01
93,50,2,2,8.54,17.08,2020-10-01
38,7,6,1,1.6,1.6,2020-03-07
486,77,5,3,3.37,10.11,2020-03-08
462,32,3,1,2.7,2.7,2020-10-31
202,59,7,1,10.78,10.78,2021-09-20
509,10,2,3,1.96,5.88,2020-11-01
674,28,4,1,6.63,6.63,2021-01-09
537,61,3,3,13.92,41.76,2022-03-05
348,97,3,2,7.75,15.5,2020-07-01
238,37,5,4,3.27,13.08,2022-12-28
85,35,7,3,2.34,7.02,2020-07-04
93,76,7,4,12.04,48.16,2020-11-10
58,49,6,2,5.41,10.82,2022-08-16
649,58,4,1,11.17,11.17,2022-11-28
279,94,4,2,1.79,3.58,2022-11-08
559,30,5,2,13.23,26.46,2022-06-17
255,66,3,2,10.35,20.7,2022-08-04
304,40,4,2,2.71,5.42,2021-05-31
153,64,4,2,3.94,7.88,2022-05-25
474,31,7,3,2.06,6.18,2022-01-26
578,44,5,3,11.8,35.4,2022-02-20
25,75,1,4,6.44,25.76,2020-10-15
126,16,3,4,9.55,38.2,2022-10-05
493,38,2,2,4.64,9.28,2020-06-11
149,34,7,3,1.32,3.96,2021-06-10
352,29,5,3,4.45,13.35,2022-08-01
514,13,3,2,2.86,5.72,2020-06-13
41,74,4,3,13.94,41.82,2022-01-07
396,83,2,4,12.31,49.24,2021-06-30
195,77,4,1,13.78,13.78,2020-12-23
486,82,4,4,7.41,29.64,2020-07-25
63,52,4,2,9.75,19.5,2022-05-20
358,89,7,3,9.69,29.07,2022-07-12
386,90,5,1,14.93,14.93,2021-07-20
87,58,2,4,4.0,16.0,2022-04-21
454,46,2,2,3.22,6.44,2022-05-25
382,25,6,4,5.06,20.24,2022-04-02
342,36,3,1,2.49,2.49,2021-05-07
517,74,2,3,11.1,33.3,2021-07-06
313,17,1,3,14.58,43.74,2021-07-08
689,92,6,3,4.87,14.61,2020-11-10
368,74,3,4,8.74,34.96,2022-08-07
291,1,5,1,10.91,10.91,2020-03-15
1,40,2,2,6.02,12.04,2020-01-31
228,49,2,4,8.58,34.32,2021-01-26
64,66,4,2,4.76,9.52,2022-11-21
451,79,3,2,11.38,22.76,2022-10-28
50,93,4,3,6.98,20.94,2020-10-21
485,82,1,1,11.88,11.88,2021-07-28
586,50,1,3,13.28,39.84,2020-11-05
581,62,3,4,1.48,5.92,2021-06-17
191,96,6,4,13.01,52.04,2020-01-03
454,69,3,2,4.03,8.06,2021-01-11
436,76,4,3,14.47,43.41,2021-04-06
435,61,3,4,7.88,31.52,2020-03-04
541,86,7,3,3.65,10.95,2020-09-02
405,50,4,4,8.53,34.12,2022-10-07
210,2,3,4,5.0,20.0,2020-11-29
1,53,4,1,8.57,8.57,2022-03-28
375,58,6,1,7.28,7.28,2020-02-02
638,71,2,3,10.28,30.84,2020-05-07
143,23,6,2,10.04,20.08,2020-08-08
260,91,2,3,4.83,14.49,2022-04-16
77,13,1,1,11.03,11.03,2020-02-03
277,9,4,3,3.22,9.66,2022-12-10
401,30,1,3,14.3,42.9,2020-08-28
313,93,3,3,10.79,32.37,2022-10-24
350,58,7,3,9.61,28.83,2020-09-07
480,55,6,3,7.42,22.26,2022-06-26
398,86,1,2,5.84,11.68,2020-08-28
213,25,5,2,11.99,23.98,2021-10-28
249,44,3,4,7.73,30.92,2022-07-25
256,9,6,2,12.8,25.6,2020-01-12
633,77,7,4,3.99,15.96,2021-07-25
17,36,3,4,11.17,44.68,2021-04-30
444,6,5,3,10.11,30.33,2020-07-07
449,96,2,1,2.02,2.02,2021-02-19
617,44,5,3,5.07,15.21,2021-04-24
465,93,2,4,8.31,33.24,2021-07-06
116,83,3,2,7.33,14.66,2020-05-24
5,35,7,3,6.92,20.76,2021-08-13
595,87,4,3,14.69,44.07,2022-12-28
626,8,6,3,3.69,11.07,2020-10-09
238,43,3,3,1.49,4.47,2022-05-28
512,100,4,2,7.77,15.54,2021-11-08
135,37,2,2,6.12,12.24,2022-01-31
185,28,7,1,6.9,6.9,2020-06-16
674,17,4,3,7.74,23.22,2022-08-12
194,54,3,1,9.33,9.33,2022-11-08
496,90,5,2,9.2,18.4,2020-05-20
464,13,2,4,3.09,12.36,2022-01-21
105,98,2,1,2.77,2.77,2021-06-01
118,31,3,4,5.66,22.64,2021-08-31
479,28,7,2,2.1,4.2,2020-12-02
105,78,1,3,7.65,22.95,2021-02-06
439,66,6,3,14.68,44.04,2020-12-19
241,20,5,2,2.73,5.46,2020-06-02
393,56,6,4,13.06,52.24,2021-03-15
111,7,6,1,11.4,11.4,2020-07-14
358,51,3,4,4.68,18.72,2021-06-26
485,4,5,1,5.43,5.43,2022-04-14
432,95,6,2,12.98,25.96,2020-02-01
441,22,2,2,12.37,24.74,2020-07-07
88,68,5,1,6.08,6.08,2020-02-13
610,34,1,2,3.08,6.16,2022-05-23
124,8,2,2,2.53,5.06,2020-01-27
54,63,2,2,8.02,16.04,2022-08-06
278,46,1,3,14.49,43.47,2022-03-02
379,26,7,3,4.14,12.42,2021-08-18
168,25,2,4,11.62,46.48,2020-07-15
180,76,3,4,11.64,46.56,2022-09-17
593,50,3,4,1.4,5.6,2022-07-18
607,97,3,4,3.97,15.88,2022-05-12
343,36,6,4,4.79,19.16,2022-11-04
395,97,1,4,8.32,33.28,2020-08-08
376,36,5,4,10.92,43.68,2022-03-18
559,45,5,2,14.47,28.94,2022-04-30
131,40,6,1,12.7,12.7,2022-02-21
634,10,2,4,7.18,28.72,2021-01-27
532,47,7,4,1.21,4.84,2022-01-02
637,44,2,1,13.16,13.16,2021-02-04
697,63,6,2,6.33,12.66,2022-02-03
651,23,1,4,1.81,7.24,2022-06-08
512,92,3,2,10.17,20.34,2020-11-05
677,40,5,2,10.64,21.28,2021-01-16
41,90,6,4,12.71,50.84,2021-07-04
546,58,5,4,7.9,31.6,2022-03-17
584,63,4,3,6.21,18.63,2020-02-15
347,11,2,1,3.62,3.62,2020-01-19
421,75,5,3,9.78,29.34,2022-07-07
30,30,3,3,6.63,19.89,2020-03-23
31,26,2,1,12.34,12.34,2020-06-14
192,64,3,4,7.69,30.76,2020-01-12
51,21,3,3,12.19,36.57,2020-07-16
69,87,3,3,4.75,14.25,2022-01-12
282,76,3,3,10.64,31.92,2020-04-24
554,29,7,2,4.91,9.82,2020-11-13
672,35,1,3,13.02,39.06,2022-08-06
55,49,5,4,10.22,40.88,2020-01-13
120,86,6,2,11.06,22.12,2022-03-19
620,89,7,4,12.7,50.8,2022-05-19
287,39,1,3,13.53,40.59,2022-02-12
250,68,7,1,13.95,13.95,2020-08-10
433,37,7,1,2.73,2.73,2020-01-21
610,53,6,1,2.95,2.95,2021-03-20
424,23,1,4,7.08,28.32,2020-05-14
423,95,1,2,11.89,23.78,2021-06-01
533,91,1,3,7.22,21.66,2022-09-15
473,24,7,3,3.75,11.25,2020-04-30
93,8,1,1,6.25,6.25,2022-11-10
273,39,3,2,11.63,23.26,2021-04-04
467,91,4,4,13.14,52.56,2021-05-29
275,78,4,3,14.48,43.44,2021-12-07
337,92,1,1,2.33,2.33,2020-01-12
94,46,1,1,7.77,7.77,2022-09-30
65,72,5,2,5.06,10.12,2022-06-10
180,72,7,3,11.31,33.93,2021-05-06
433,75,4,2,2.0,4.0,2020-12-08
627,80,6,1,2.93,2.93,2020-12-03
128,42,7,1,11.13,11.13,2020-08-10
162,29,2,1,8.27,8.27,2021-03-24
570,70,7,4,6.1,24.4,2020-10-16
31,35,4,2,13.95,27.9,2021-12-30
573,75,5,4,6.47,25.88,2022-01-26
215,9,1,2,1.03,2.06,2022-06-18
58,39,6,1,4.49,4.49,2020-06-28
4,3,3,1,4.39,4.39,2021-03-17
74,87,4,2,6.76,13.52,2022-11-20
360,22,5,3,2.3,6.9,2020-12-26
562,92,4,1,9.02,9.02,2021-04-15
598,87,5,3,11.55,34.65,2022-08-07
227,2,2,1,8.29,8.29,2021-05-13
517,67,5,4,10.5,42.0,2021-03-03
146,82,2,2,13.09,26.18,2021-09-18
440,18,6,1,12.35,12.35,2022-02-06
268,23,4,3,11.87,35.61,2021-11-23
549,10,7,2,14.63,29.26,2020-03-11
374,23,4,3,8.98,26.94,2021-06-27
110,91,1,1,2.2,2.2,2021-10-26
667,50,6,4,13.68,54.72,2020-06-12
428,97,6,1,4.36,4.36,2022-12-24
617,69,7,2,5.04,10.08,2021-08-21
445,89,6,1,3.94,3.94,2020-05-11
627,88,4,3,12.86,38.58,2022-03-17
607,81,3,4,3.92,15.68,2021-09-29
110,93,3,2,8.67,17.34,2021-03-11
509,20,4,1,10.14,10.14,2022-04-15
42,10,1,4,4.14,16.56,2021-07-18
632,45,3,3,8.71,26.13,2021-09-19
428,62,7,1,5.97,5.97,2020-11-06
466,42,4,1,7.57,7.57,2022-08-21
677,57,7,1,11.02,11.02,2021-07-14
74,34,6,3,6.48,19.44,2021-11-18
485,15,7,2,5.57,11.14,2021-06-18
406,61,5,1,2.23,2.23,2022-09-02
405,1,2,3,14.48,43.44,2021-05-05
63,5,2,1,12.15,12.15,2021-10-03
576,40,3,2,9.83,19.66,2021-06-09
637,23,7,3,12.97,38.91,2020-08-18
437,42,1,2,11.45,22.9,2021-08-30
494,36,7,4,4.28,17.12,2021-07-26
75,74,7,2,3.94,7.88,2022-01-21
208,41,6,2,8.64,17.28,2022-05-09
672,4,7,4,5.83,23.32,2022-03-16
453,23,3,4,3.53,14.12,2022-03-31
121,52,7,1,10.3,10.3,2020-07-16
590,20,3,3,8.28,24.84,2022-01-17
425,40,5,3,2.5,7.5,2022-09-22
515,76,6,4,2.76,11.04,2020-06-13
229,5,6,1,9.68,9.68,2021-10-12
411,86,5,2,8.52,17.04,2022-01-16
507,53,4,3,7.89,23.67,2022-01-13
256,79,5,3,10.73,32.19,2022-09-25
308,40,1,3,14.18,42.54,2020-11-16
340,55,6,2,11.93,23.86,2022-08-18
563,49,7,3,2.41,7.23,2021-12-01
147,43,6,4,13.93,55.72,2022-05-25
642,6,3,1,10.92,10.92,2022-11-02
86,67,2,3,2.2,6.6,2020-09-16
81,60,2,2,11.22,22.44,2022-10-18
33,72,1,3,14.07,42.21,2020-10-26
1,99,1,3,12.55,37.65,2020-10-07
621,56,2,3,4.82,14.46,2022-09-23
232,53,4,2,8.41,16.82,2022-06-19
218,70,7,2,7.56,15.12,2021-04-30
525,66,3,4,4.27,17.08,2020-10-17
657,74,5,1,6.35,6.35,2022-05-16
128,92,5,2,12.23,24.46,2022-01-13
128,98,3,4,12.59,50.36,2020-03-25
637,28,4,3,2.72,8.16,2020-04-12
3,30,6,4,3.66,14.64,2022-06-11
44,8,5,3,9.88,29.64,2021-08-25
101,49,5,3,9.95,29.85,2021-05-21
667,46,5,2,2.37,4.74,2020-10-26
503,92,3,4,1.92,7.68,2021-03-28
539,18,5,4,14.2,56.8,2020-06-25
165,7,1,2,12.47,24.94,2022-05-17
338,53,6,1,11.3,11.3,2022-11-12
298,84,6,2,9.08,18.16,2022-06-01
558,32,7,3,3.05,9.15,2021-02-13
582,77,5,3,11.85,35.55,2020-10-09
635,57,5,2,4.11,8.22,2021-04-09
